path,label,pred,wake_prob,npu_ms
wallpad_HiWonder_251113/minz/minz_1_19.wav,1,1,0.8512,4.8
wallpad_HiWonder_251113/minz/minz_0_2.wav,0,0,0.2415,5.1
wallpad_HiWonder_251113/minz/minz_1_33.wav,1,1,0.9492,4.7
wallpad_HiWonder_251113/minz/minz_1_32.wav,1,1,0.9031,4.8
wallpad_HiWonder_251113/minz/minz_0_3.wav,0,0,0.3406,5.0
wallpad_HiWonder_251113/minz/minz_0_7.wav,0,0,0.0266,4.8
wallpad_HiWonder_251113/minz/minz_1_2111.wav,1,1,0.9251,4.8
wallpad_HiWonder_251113/minz/minz_1_23.wav,1,1,0.6582,4.7
wallpad_HiWonder_251113/minz/minz_0_6.wav,0,0,0.0820,4.8
wallpad_HiWonder_251113/minz/minz_1_277.wav,1,1,0.9459,5.9
wallpad_HiWonder_251113/minz/minz_1_288.wav,1,1,0.9590,6.1
wallpad_HiWonder_251113/minz/minz_0_4.wav,0,0,0.0571,9.9
wallpad_HiWonder_251113/minz/minz_1_34.wav,1,1,0.9412,10.0
wallpad_HiWonder_251113/minz/minz_0_5.wav,0,0,0.0430,9.9
wallpad_HiWonder_251113/minz/minz_1_211.wav,1,1,0.9228,11.1
wallpad_HiWonder_251113/minz/minz_0_13.wav,0,0,0.1380,9.9
wallpad_HiWonder_251113/minz/minz_0_12.wav,0,0,0.0484,10.2
wallpad_HiWonder_251113/minz/minz_1_3.wav,1,1,0.9241,10.8
wallpad_HiWonder_251113/minz/minz_1_210.wav,1,1,0.9426,10.2
wallpad_HiWonder_251113/minz/minz_0_10.wav,0,0,0.1777,9.7
wallpad_HiWonder_251113/minz/minz_0_38.wav,0,0,0.0720,9.7
wallpad_HiWonder_251113/minz/minz_0_39.wav,0,0,0.0547,9.8
wallpad_HiWonder_251113/minz/minz_0_11.wav,0,0,0.0442,9.8
wallpad_HiWonder_251113/minz/minz_1_217.wav,1,1,0.8332,10.5
wallpad_HiWonder_251113/minz/minz_1_4.wav,1,1,0.9408,9.8
wallpad_HiWonder_251113/minz/minz_0_29.wav,0,0,0.0953,9.6
wallpad_HiWonder_251113/minz/minz_0_15.wav,0,0,0.0741,9.5
wallpad_HiWonder_251113/minz/minz_1_2166.wav,1,1,0.9464,9.4
wallpad_HiWonder_251113/minz/minz_0_14.wav,0,0,0.0388,9.5
wallpad_HiWonder_251113/minz/minz_0_28.wav,0,0,0.0458,9.7
wallpad_HiWonder_251113/minz/minz_1_5.wav,1,1,0.9542,10.3
wallpad_HiWonder_251113/minz/minz_1_7.wav,1,1,0.9373,9.9
wallpad_HiWonder_251113/minz/minz_0_16.wav,0,0,0.0834,9.7
wallpad_HiWonder_251113/minz/minz_0_17.wav,0,0,0.0275,10.0
wallpad_HiWonder_251113/minz/minz_1_6.wav,1,1,0.8912,9.6
wallpad_HiWonder_251113/sukyung/sukyung_1_23.wav,1,1,0.5716,9.9
wallpad_HiWonder_251113/sukyung/sukyung_1_27.wav,1,1,0.7991,9.8
wallpad_HiWonder_251113/sukyung/sukyung_1_25.wav,1,0,0.4279,9.8
wallpad_HiWonder_251113/sukyung/sukyung_1_19.wav,1,1,0.6874,9.6
wallpad_HiWonder_251113/sukyung/sukyung_0_17.wav,0,0,0.0692,10.2
wallpad_HiWonder_251113/sukyung/sukyung_0_16.wav,0,0,0.0730,10.5
wallpad_HiWonder_251113/sukyung/sukyung_0_14.wav,0,0,0.0848,10.0
wallpad_HiWonder_251113/sukyung/sukyung_0_28.wav,0,0,0.0922,10.2
wallpad_HiWonder_251113/sukyung/sukyung_0_29.wav,0,0,0.0643,9.8
wallpad_HiWonder_251113/sukyung/sukyung_0_15.wav,0,0,0.0678,10.3
wallpad_HiWonder_251113/sukyung/sukyung_0_39.wav,0,0,0.0376,10.1
wallpad_HiWonder_251113/sukyung/sukyung_0_11.wav,0,0,0.0823,12.6
wallpad_HiWonder_251113/sukyung/sukyung_0_9.wav,0,0,0.0628,9.7
wallpad_HiWonder_251113/sukyung/sukyung_0_8.wav,0,0,0.1365,9.5
wallpad_HiWonder_251113/sukyung/sukyung_0_10.wav,0,0,0.0555,11.2
wallpad_HiWonder_251113/sukyung/sukyung_0_38.wav,0,0,0.0528,9.4
wallpad_HiWonder_251113/sukyung/sukyung_0_12.wav,0,0,0.0761,9.8
wallpad_HiWonder_251113/sukyung/sukyung_0_13.wav,0,0,0.0788,10.0
wallpad_HiWonder_251113/sukyung/sukyung_0_22.wav,0,0,0.0846,10.1
wallpad_HiWonder_251113/sukyung/sukyung_0_36.wav,0,0,0.0991,10.1
wallpad_HiWonder_251113/sukyung/sukyung_0_6.wav,0,0,0.0650,10.1
wallpad_HiWonder_251113/sukyung/sukyung_0_7.wav,0,1,0.6103,9.8
wallpad_HiWonder_251113/sukyung/sukyung_0_23.wav,0,0,0.0757,11.3
wallpad_HiWonder_251113/sukyung/sukyung_0_35.wav,0,0,0.0737,12.9
wallpad_HiWonder_251113/sukyung/sukyung_0_21.wav,0,0,0.0711,9.7
wallpad_HiWonder_251113/sukyung/sukyung_0_20.wav,0,0,0.0486,9.7
wallpad_HiWonder_251113/sukyung/sukyung_0_34.wav,0,0,0.0530,9.8
wallpad_HiWonder_251113/sukyung/sukyung_0_18.wav,0,0,0.1050,9.9
wallpad_HiWonder_251113/sukyung/sukyung_0_24.wav,0,0,0.0831,10.4
wallpad_HiWonder_251113/sukyung/sukyung_0_25.wav,0,0,0.0605,10.5
wallpad_HiWonder_251113/sukyung/sukyung_0_31.wav,0,0,0.0593,10.8
wallpad_HiWonder_251113/sukyung/sukyung_0_19.wav,0,0,0.0654,9.9
wallpad_HiWonder_251113/sukyung/sukyung_0_27.wav,0,0,0.0695,10.6
wallpad_HiWonder_251113/sukyung/sukyung_0_33.wav,0,0,0.0552,11.1
wallpad_HiWonder_251113/sukyung/sukyung_0_32.wav,0,0,0.0362,9.8
wallpad_HiWonder_251113/sukyung/sukyung_0_26.wav,0,0,0.0688,10.3
wallpad_HiWonder_251113/sukyung/sukyung_0_41.wav,0,0,0.0782,9.7
wallpad_HiWonder_251113/sukyung/sukyung_1_5.wav,1,1,0.8866,11.7
wallpad_HiWonder_251113/sukyung/sukyung_1_28.wav,1,0,0.2797,9.8
wallpad_HiWonder_251113/sukyung/sukyung_1_4.wav,1,1,0.8059,10.0
wallpad_HiWonder_251113/sukyung/sukyung_0_40.wav,0,0,0.0397,10.0
wallpad_HiWonder_251113/sukyung/sukyung_0_42.wav,0,0,0.0581,9.9
wallpad_HiWonder_251113/sukyung/sukyung_1_6.wav,1,1,0.9218,9.9
wallpad_HiWonder_251113/sukyung/sukyung_1_7.wav,1,1,0.9404,11.6
wallpad_HiWonder_251113/sukyung/sukyung_0_43.wav,0,0,0.0399,10.5
wallpad_HiWonder_251113/sukyung/sukyung_1_3.wav,1,1,0.8461,9.8
wallpad_HiWonder_251113/sukyung/sukyung_1_10.wav,1,1,0.9212,10.0
wallpad_HiWonder_251113/lkk/lkk_1_10.wav,1,1,0.9489,10.1
wallpad_HiWonder_251113/lkk/lkk_1_11.wav,1,1,0.9291,10.2
wallpad_HiWonder_251113/lkk/lkk_1_12.wav,1,1,0.7424,10.3
wallpad_HiWonder_251113/lkk/lkk_1_16.wav,1,1,0.9259,9.9
wallpad_HiWonder_251113/lkk/lkk_1_29.wav,1,1,0.6812,10.1
wallpad_HiWonder_251113/lkk/lkk_1_15.wav,1,1,0.9196,9.6
wallpad_HiWonder_251113/lkk/lkk_1_8.wav,1,1,0.8740,10.1
wallpad_HiWonder_251113/lkk/lkk_0_41.wav,0,0,0.0210,10.1
wallpad_HiWonder_251113/lkk/lkk_0_40.wav,0,0,0.0873,9.9
wallpad_HiWonder_251113/lkk/lkk_1_9.wav,1,1,0.9359,9.8
wallpad_HiWonder_251113/lkk/lkk_1_14.wav,1,1,0.9435,9.8
wallpad_HiWonder_251113/lkk/lkk_1_28.wav,1,1,0.9348,9.4
wallpad_HiWonder_251113/lkk/lkk_0_33.wav,0,0,0.0662,10.1
wallpad_HiWonder_251113/lkk/lkk_0_27.wav,0,0,0.1409,10.5
wallpad_HiWonder_251113/lkk/lkk_0_26.wav,0,0,0.1138,10.4
wallpad_HiWonder_251113/lkk/lkk_0_32.wav,0,0,0.0673,9.6
wallpad_HiWonder_251113/lkk/lkk_0_18.wav,0,0,0.1054,10.6
wallpad_HiWonder_251113/lkk/lkk_0_24.wav,0,0,0.0778,9.4
wallpad_HiWonder_251113/lkk/lkk_0_30.wav,0,0,0.1071,10.5
wallpad_HiWonder_251113/lkk/lkk_0_31.wav,0,0,0.0487,9.8
wallpad_HiWonder_251113/lkk/lkk_0_19.wav,0,0,0.0454,9.4
wallpad_HiWonder_251113/lkk/lkk_0_8.wav,0,0,0.0539,10.5
wallpad_HiWonder_251113/lkk/lkk_0_21.wav,0,0,0.1999,10.5
wallpad_HiWonder_251113/lkk/lkk_0_35.wav,0,0,0.1814,11.3
wallpad_HiWonder_251113/lkk/lkk_0_34.wav,0,0,0.2355,9.4
wallpad_HiWonder_251113/lkk/lkk_0_20.wav,0,0,0.1148,10.0
wallpad_HiWonder_251113/lkk/lkk_0_9.wav,0,0,0.0786,9.6
wallpad_HiWonder_251113/lkk/lkk_0_36.wav,0,0,0.0237,9.8
wallpad_HiWonder_251113/lkk/lkk_0_22.wav,0,0,0.0509,10.2
wallpad_HiWonder_251113/lkk/lkk_0_23.wav,0,0,0.0707,10.2
wallpad_HiWonder_251113/lkk/lkk_0_37.wav,0,0,0.0440,9.4
wallpad_HiWonder_251113/lkk/lkk_0_7.wav,0,0,0.0215,9.2
wallpad_HiWonder_251113/lkk/lkk_0_12.wav,0,0,0.0506,10.4
wallpad_HiWonder_251113/lkk/lkk_0_13.wav,0,0,0.2649,10.4
wallpad_HiWonder_251113/lkk/lkk_0_6.wav,0,0,0.0530,9.5
wallpad_HiWonder_251113/lkk/lkk_0_4.wav,0,0,0.0311,12.2
wallpad_HiWonder_251113/lkk/lkk_0_39.wav,0,0,0.0553,11.1
wallpad_HiWonder_251113/lkk/lkk_0_11.wav,0,0,0.0874,10.7
wallpad_HiWonder_251113/lkk/lkk_0_10.wav,0,0,0.0611,9.5
wallpad_HiWonder_251113/lkk/lkk_0_38.wav,0,0,0.0373,9.7
wallpad_HiWonder_251113/lkk/lkk_0_5.wav,0,0,0.0503,10.9
wallpad_HiWonder_251113/lkk/lkk_0_1.wav,0,0,0.1588,9.8
wallpad_HiWonder_251113/lkk/lkk_0_14.wav,0,0,0.0667,10.1
wallpad_HiWonder_251113/lkk/lkk_0_28.wav,0,0,0.0833,9.8
wallpad_HiWonder_251113/lkk/lkk_0_29.wav,0,0,0.0706,10.3
wallpad_HiWonder_251113/lkk/lkk_0_15.wav,0,0,0.0654,10.0
wallpad_HiWonder_251113/lkk/lkk_0_2.wav,0,0,0.4641,12.9
wallpad_HiWonder_251113/lkk/lkk_0_17.wav,0,0,0.0509,10.2
wallpad_HiWonder_251113/lkk/lkk_0_16.wav,0,0,0.0940,10.0
wallpad_HiWonder_251113/lkk/lkk_0_3.wav,0,0,0.1274,10.0
wallpad_HiWonder_251113/lkk/lkk_1_25.wav,1,1,0.9515,9.9
wallpad_HiWonder_251113/lkk/lkk_1_19.wav,1,1,0.9214,8.2
wallpad_HiWonder_251113/lkk/lkk_1_4.wav,1,1,0.9240,7.9
wallpad_HiWonder_251113/lkk/lkk_1_5.wav,1,1,0.9348,9.1
wallpad_HiWonder_251113/lkk/lkk_1_18.wav,1,1,0.8556,8.9
wallpad_HiWonder_251113/lkk/lkk_1_30.wav,1,1,0.8916,8.8
wallpad_HiWonder_251113/lkk/lkk_1_24.wav,1,1,0.8367,8.9
wallpad_HiWonder_251113/lkk/lkk_1_26.wav,1,1,0.8973,9.4
wallpad_HiWonder_251113/lkk/lkk_1_7.wav,1,1,0.8471,9.2
wallpad_HiWonder_251113/lkk/lkk_1_6.wav,1,1,0.9252,9.2
wallpad_HiWonder_251113/lkk/lkk_1_2.wav,1,1,0.9223,9.0
wallpad_HiWonder_251113/lkk/lkk_1_3.wav,1,1,0.9254,9.4
wallpad_HiWonder_251113/lkk/lkk_1_20.wav,1,1,0.9091,9.6
wallpad_HiWonder_251113/lkk/lkk_1_21.wav,1,1,0.9225,8.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_21.wav,0,0,0.0760,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_35.wav,0,0,0.2155,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_6.wav,1,1,0.8222,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_7.wav,1,1,0.9099,10.3
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_34.wav,0,0,0.1403,10.5
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_20.wav,0,0,0.1084,10.4
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_36.wav,0,0,0.0370,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_22.wav,0,0,0.1105,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_4.wav,1,1,0.8430,12.3
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_23.wav,0,0,0.0639,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_37.wav,0,0,0.0483,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_33.wav,0,0,0.0721,10.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_27.wav,0,0,0.1462,10.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_1.wav,1,1,0.7758,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_26.wav,0,0,0.0772,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_32.wav,0,0,0.0435,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_24.wav,0,0,0.0556,9.5
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_30.wav,0,0,0.0960,12.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_18.wav,0,0,0.0802,10.2
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_3.wav,1,1,0.8088,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_2.wav,1,1,0.7976,10.5
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_19.wav,0,0,0.0486,11.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_31.wav,0,0,0.0519,9.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_25.wav,0,0,0.0812,9.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_5.wav,0,0,0.1808,10.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_17.wav,1,1,0.8473,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_4.wav,0,0,0.1584,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_6.wav,0,0,0.0824,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_41.wav,0,0,0.0368,11.2
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_15.wav,1,1,0.5904,10.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_14.wav,1,1,0.7904,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_40.wav,0,0,0.0571,10.3
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_7.wav,0,0,0.0527,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_3.wav,0,0,0.0802,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_10.wav,1,1,0.8075,10.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_11.wav,1,1,0.5246,9.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_2.wav,0,1,0.5109,10.2
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_13.wav,1,1,0.7261,10.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_1.wav,0,0,0.1270,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_23.wav,1,1,0.8531,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_22.wav,1,1,0.8574,9.7
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_20.wav,1,1,0.6138,9.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_21.wav,1,1,0.6868,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_19.wav,1,1,0.8803,10.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_25.wav,1,1,0.9270,10.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_24.wav,1,1,0.8192,10.5
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_18.wav,1,0,0.4549,11.3
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_9.wav,0,0,0.0856,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_8.wav,0,0,0.0859,10.1
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_28.wav,0,0,0.1222,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_14.wav,0,0,0.0715,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_15.wav,0,0,0.0938,9.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_29.wav,0,0,0.0795,11.3
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_17.wav,0,0,0.0704,11.2
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_16.wav,0,0,0.1073,10.2
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_12.wav,0,0,0.0977,9.6
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_9.wav,1,1,0.9248,7.9
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_13.wav,0,0,0.4557,7.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_11.wav,0,0,0.1088,9.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_39.wav,0,0,0.0599,9.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_38.wav,0,0,0.0356,8.8
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_10.wav,0,0,0.0535,9.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_29.wav,0,0,0.0595,9.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_15.wav,0,0,0.1074,9.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_8.wav,1,1,0.5914,8.6
wallpad_HiWonder_251113/leejunyung/leejunyung_1_9.wav,1,1,0.7415,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_14.wav,0,0,0.0606,4.9
wallpad_HiWonder_251113/leejunyung/leejunyung_0_28.wav,0,0,0.0750,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_16.wav,0,0,0.0557,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_17.wav,0,0,0.0771,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_13.wav,0,0,0.0631,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_12.wav,0,0,0.1089,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_38.wav,0,0,0.0364,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_22.wav,1,0,0.3183,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_23.wav,1,1,0.6785,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_8.wav,0,0,0.0641,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_21.wav,1,1,0.9004,4.9
wallpad_HiWonder_251113/leejunyung/leejunyung_1_20.wav,1,1,0.9225,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_9.wav,0,0,0.0577,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_24.wav,1,1,0.5863,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_25.wav,1,1,0.8878,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_1_27.wav,1,1,0.8566,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_1_26.wav,1,1,0.5120,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_2.wav,0,0,0.4876,5.3
wallpad_HiWonder_251113/leejunyung/leejunyung_0_43.wav,0,0,0.0483,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_16.wav,1,1,0.7241,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_42.wav,0,0,0.0585,4.9
wallpad_HiWonder_251113/leejunyung/leejunyung_0_3.wav,0,0,0.1762,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_1.wav,0,0,0.1329,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_40.wav,0,0,0.0359,5.7
wallpad_HiWonder_251113/leejunyung/leejunyung_1_28.wav,1,1,0.8096,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_29.wav,1,1,0.6120,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_15.wav,1,1,0.5885,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_41.wav,0,0,0.0287,5.1
wallpad_HiWonder_251113/leejunyung/leejunyung_0_4.wav,0,0,0.1301,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_1_11.wav,1,1,0.8399,4.3
wallpad_HiWonder_251113/leejunyung/leejunyung_1_10.wav,1,0,0.4163,4.9
wallpad_HiWonder_251113/leejunyung/leejunyung_0_44.wav,0,0,0.0255,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_5.wav,0,0,0.2271,5.1
wallpad_HiWonder_251113/leejunyung/leejunyung_0_7.wav,0,0,0.0468,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_1_12.wav,1,1,0.8959,4.5
wallpad_HiWonder_251113/leejunyung/leejunyung_1_13.wav,1,1,0.8682,4.4
wallpad_HiWonder_251113/leejunyung/leejunyung_0_6.wav,0,0,0.1448,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_20.wav,0,0,0.0697,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_34.wav,0,0,0.0463,5.1
wallpad_HiWonder_251113/leejunyung/leejunyung_1_1.wav,1,1,0.9021,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_35.wav,0,0,0.0922,4.9
wallpad_HiWonder_251113/leejunyung/leejunyung_0_21.wav,0,0,0.0657,5.2
wallpad_HiWonder_251113/leejunyung/leejunyung_0_37.wav,0,0,0.1894,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_23.wav,0,0,0.3958,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_1_2.wav,1,1,0.9102,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_22.wav,0,0,0.1041,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_36.wav,0,0,0.0761,7.4
wallpad_HiWonder_251113/leejunyung/leejunyung_0_32.wav,0,0,0.1112,5.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_26.wav,0,0,0.0777,5.6
wallpad_HiWonder_251113/leejunyung/leejunyung_1_7.wav,1,1,0.5753,4.4
wallpad_HiWonder_251113/leejunyung/leejunyung_1_6.wav,1,1,0.6116,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_33.wav,0,0,0.1074,5.6
wallpad_HiWonder_251113/leejunyung/leejunyung_0_25.wav,0,0,0.0703,4.8
wallpad_HiWonder_251113/leejunyung/leejunyung_0_31.wav,0,0,0.0578,4.4
wallpad_HiWonder_251113/leejunyung/leejunyung_0_19.wav,0,0,0.0972,5.1
wallpad_HiWonder_251113/leejunyung/leejunyung_1_4.wav,1,1,0.6411,4.6
wallpad_HiWonder_251113/leejunyung/leejunyung_1_5.wav,1,1,0.7958,4.4
wallpad_HiWonder_251113/leejunyung/leejunyung_0_18.wav,0,0,0.0912,4.3
wallpad_HiWonder_251113/leejunyung/leejunyung_0_30.wav,0,0,0.0927,4.7
wallpad_HiWonder_251113/leejunyung/leejunyung_0_24.wav,0,0,0.0518,4.7
