path,label,pred
wallpad_HiWonder_251113/minz/minz_1_299.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_18.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_1.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_30.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_31.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_19.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_2.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_33.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_32.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_3.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_7.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_2111.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_23.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_6.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_277.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_288.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_4.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_34.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_5.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_211.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_13.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_12.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_3.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_210.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_10.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_38.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_39.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_11.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_217.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_4.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_29.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_15.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_2166.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_14.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_28.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_5.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_1_7.wav,1,1.0
wallpad_HiWonder_251113/minz/minz_0_16.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_0_17.wav,0,0.0
wallpad_HiWonder_251113/minz/minz_1_6.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_23.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_27.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_25.wav,1,0.0
wallpad_HiWonder_251113/sukyung/sukyung_1_19.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_0_17.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_16.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_14.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_28.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_29.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_15.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_39.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_11.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_9.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_8.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_10.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_38.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_12.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_13.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_22.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_36.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_6.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_7.wav,0,1.0
wallpad_HiWonder_251113/sukyung/sukyung_0_23.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_35.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_21.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_20.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_34.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_18.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_24.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_25.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_31.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_19.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_27.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_33.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_32.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_26.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_41.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_1_5.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_28.wav,1,0.0
wallpad_HiWonder_251113/sukyung/sukyung_1_4.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_0_40.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_0_42.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_1_6.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_7.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_0_43.wav,0,0.0
wallpad_HiWonder_251113/sukyung/sukyung_1_3.wav,1,1.0
wallpad_HiWonder_251113/sukyung/sukyung_1_10.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_10.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_11.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_12.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_16.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_29.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_15.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_8.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_0_41.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_40.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_1_9.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_14.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_28.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_0_33.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_27.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_26.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_32.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_18.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_24.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_30.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_31.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_19.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_8.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_21.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_35.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_34.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_20.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_9.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_36.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_22.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_23.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_37.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_7.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_12.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_13.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_6.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_4.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_39.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_11.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_10.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_38.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_5.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_1.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_14.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_28.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_29.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_15.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_2.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_17.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_16.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_0_3.wav,0,0.0
wallpad_HiWonder_251113/lkk/lkk_1_25.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_19.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_4.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_5.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_18.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_30.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_24.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_26.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_7.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_6.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_2.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_3.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_20.wav,1,1.0
wallpad_HiWonder_251113/lkk/lkk_1_21.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_21.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_35.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_6.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_7.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_34.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_20.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_36.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_22.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_4.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_23.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_37.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_33.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_27.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_1.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_26.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_32.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_24.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_30.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_18.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_3.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_2.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_19.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_31.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_25.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_5.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_17.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_4.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_6.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_41.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_15.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_14.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_40.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_7.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_3.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_10.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_11.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_2.wav,0,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_13.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_1.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_23.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_22.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_20.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_21.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_19.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_25.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_24.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_18.wav,1,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_9.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_8.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_28.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_14.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_15.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_29.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_17.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_16.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_12.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_1_9.wav,1,1.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_13.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_11.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_39.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_38.wav,0,0.0
wallpad_HiWonder_251113/hjunyoung/hjunyoung_0_10.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_29.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_15.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_8.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_9.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_14.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_28.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_16.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_17.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_13.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_12.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_38.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_22.wav,1,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_23.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_8.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_21.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_20.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_9.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_24.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_25.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_27.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_26.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_2.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_43.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_16.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_42.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_3.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_1.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_40.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_28.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_29.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_15.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_41.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_4.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_11.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_10.wav,1,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_44.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_5.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_7.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_12.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_13.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_6.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_20.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_34.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_1.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_35.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_21.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_37.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_23.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_2.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_22.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_36.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_32.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_26.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_7.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_6.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_33.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_25.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_31.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_19.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_4.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_1_5.wav,1,1.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_18.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_30.wav,0,0.0
wallpad_HiWonder_251113/leejunyung/leejunyung_0_24.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_20.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_34.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_1.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_35.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_19.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_31.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_30.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_32.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_26.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_6.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_27.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_33.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_28.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_1.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_14.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_41.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_15.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_29.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_2.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_17.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_43.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_42.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_3.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_12.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_7.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_6.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_11.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_39.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_4.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_44.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_5.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_38.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_10.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_21.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_8.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_35.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_34.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_9.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_20.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_36.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_22.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_23.wav,0,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_37.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_33.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_27.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_26.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_32.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_24.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_30.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_18.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_19.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_31.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_25.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_42.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_17.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_0_41.wav,0,0.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_15.wav,1,1.0
wallpad_HiWonder_251113/jihyeon/jihyeon_1_29.wav,1,1.0
